GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
1,,437,Apristurus profundorum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,158513
1,LIPARIDAE,454,Liparidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,234519
3,BUCCINIDAE,304,Liomesus ovum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,Trachipteridae,455,Trachipterus trachypterus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126528
1,Soleidae,510,Microchirus boscanion,"(Chabanaud, 1926)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,274300
1,RAJIDAE,511,Dipturus intermedius,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,711846
2,Xanthidae,350,Xantho poressa,"(Olivi, 1792)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,OSTREIDAE,260,Crassostrea virginica,"(Gmelin, 1791)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,ASTROPECTINIDAE,160,Astropectinidae,"Gray, 1840",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CHALINIDAE,380,Chalinidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Lepetidae,261,Propilidium exiguum,"(W. Thompson, 1844)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,ANATOMIDAE,262,Anatoma cf. tenuis,"(Jeffreys, 1877)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,CALLIOSTOMATIDAE,263,Calliostoma sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Mytilidae,264,Dacrydium wareni,"Salas & Gofas, 1997",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,ADDISONIIDAE,265,Addisonia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Fissurellidae,266,Profundisepta alicei,(Dautzenberg & H. Fischer,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Scissurellidae,267,Anatoma schioettei,"Hoisaeter & Geiger, 2011",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,LEPETELLIDAE,268,Lepetella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Solariellidae,269,Solariella micans,"Dautzenberg & Fischer, 18",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Seguenziidae,270,Carenzia carinata,"(Jeffreys, 1877)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Calliotropidae,271,Calliotropis vaillanti,"(Fischer P., 1882)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Skeneidae,272,Cirsonella romettensis,"(Granata-Grillo, 1877)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Pendromidae,273,Rugulina fragilis,"(G.O. Sars, 1878)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Rissoidae,275,Benthonella tenella,"(Jeffreys, 1869)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,EULIMIDAE,274,Melanella aff. myriotrochi,"Bouchet y Warén, 1986",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Tornidae,276,Teinostoma azoricum,(Dautzenberg & H. Fischer,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Muricidae,277,Boreotrophon dabneyi,"(Dautzenberg, 1889)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,CANCELLARIIDAE,278,Brocchinia cf. clenchi,"Petit, 1986",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Raphitomidae,279,Pleurotomella packardi,"Verrill, 1872",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Retusidae,280,Pyrunculus ovatus,"(Jeffreys, 1871)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Scaphandridae,281,Scaphander punctostriatus,"(Mighels & Adams, 1842)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Nuculidae,282,Ennucula corbuloides,"(Seguenza, 1877)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Nuculanidae,283,Ledella messanensis,"(Jeffreys, 1870)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,NUCULANIDAE,284,Yoldiella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Propeamussiidae,285,Parvamussium propinquum,"(E. A. Smith, 1885)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Limidae,286,Limatula laminifera,"(E. A. Smith, 1885)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Verticordiidae,287,Lyonsiella abyssicola,"(Sars G. O., 1872)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,CUSPIDARIIDAE,288,Rhinoclama teres,"(Jeffreys, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Cuspidariidae,289,Halonympha depressa,"(Jeffreys, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,HALONYMPHIDAE,290,Halonympha inflata,"(Jeffreys, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Cuspidariidae,291,Protocuspidaria colpodes,(Dautzenberg & H. Fischer,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Entalinidae,292,Bathoxiphus ensiculus,"(Jeffreys, 1877)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Pulsellidae,293,Pulsellum lofotense,"(M. Sars, 1865)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Gadilidae,294,Cadulus jeffreysi,"(Monterosato, 1875)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Sepiolidae,305,Sepiola ligulata,"Naef, 1912",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
1,CENTROPHORIDAE,457,Deania sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105771
1,AMMODYTIDAE,459,Ammodytidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125516
1,Evermannellidae,460,Evermannella balbo,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126338
3,CEPHALOPODAE,356,Octopoteuthis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,MYCTPHIDAE,516,Myctophum sp.,"Rafinesque, 1810",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125829
1,Notacanthidae,518,Notacanthus chemnitzii,"Bloch, 1788",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126643
1,Labridae,519,Symphodus melanocercus,"(Risso, 1810)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,273570
1,AMMODYTIDAE,520,Ammodytes sp.,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125909
1,ALEPOCEPHALIDAE,521,Alepocephalus agassizii,"Goode & Bean, 1883",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126681
2,XANTHIDAE,401,Xanthidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Paguridae,402,Spiropagurus elegans,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,OSTREIDAE,401,Crassostrea sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,454,Salpida,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,MELAMPHAIDAE,606,Poromitra crassiceps,"(Günther, 1878)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127273
1,Anoplogastridae,607,Anoplogaster cornuta,"(Valenciennes, 1833)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126393
1,RAJIDAE,608,Rajidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105711
2,HIPPOLYTIDAE,403,Spirontocaris liljeborgii,"(Danielsen, 1859)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ISIDIDAE,456,Acanella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,Gempylidae,461,Ruvettus pretiosus,"Cocco, 1833",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126867
1,Myctophidae,462,Lampadena speculigera,"Goode & Bean, 1896",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126608
1,Scombridae,463,Sarda sarda,"(Bloch, 1793)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127021
4,Brisingidae,204,Brisinga endecacnemos,"Asbj°rnsen, 1856",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Limidae,350,Acesta excavata,"(Fabricius, 1779)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Gryphaeidae,351,Neopycnodonte zibrowii,"Gofas, Salas & Taviani, 2",Ostra gigante profun,Giant deep-sea oyste,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Anomiidae,402,Anomia ephippium,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Pachastrellidae,470,Pachastrella monilifera,"Schmidt, 1868",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Schizopathidae,471,Parantipathes hirondelle,"Molodtsova, 2006",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,BONELLIDAE,472,Bonelia viridis,"Rolando, 1821",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,PLEXAURIDAE,473,Paramuricea placomus,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,SCHIZOPATHIDAE,474,Bathypathes sp.,"Brook, 1889",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,NEPHTHEIDAE,475,Nephtheidae,"Gray, 1862",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,DARWINELLIDAE,476,Aplysilla sulfurea,"Schulze, 1878",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Primnoidae,477,Narella versluysi,"(Hickson, 1909)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,STELLIGERIDAE,478,Paratimea constellata,"(Topsent,1893)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,MICROCIONIDAE,479,Artemisina transiens,"Topsent, 1890",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,BITECTIPORIDAE,485,Pentapora sp.,"Fischer, 1807",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ANTIPAYHIDAE,503,Allopathes sp.,"Opresko & Caims, 1994",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CARIOPHYLLIDAE,510,Stephanocyathus (stephano..) mosele,"(Sclater, 1886)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ALCYONIIDAE,550,Anthomastus sp.,"Verrill, 1878",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,PRIMMOIDAE,112,Callogorgia sp.,"Gray, 1858",,,,,,,,1,1,,,
5,PLEXAURIDAE,457,Placogorgia sp.,"Wright & Studer, 1889",,,,,,,,1,1,,,
5,PRIMMOIDAE,233,Thouarella sp.,"Gray, 1870",,,,,,,,1,1,,,
5,Myriopathidae,91,Antipathella subpinnata,"(Ellis & Solander, 1786)",,,,,,,,1,1,,,
2,CALANTICIDAE,259,Aurivillialepas calycula,"(Aurivillius, 1898)",,,,,,,,1,1,,,
1,Rajidae,464,Raja polystigma,"Regan, 1923",,,,,,,,1,1,,,
2,,404,Brachyura,Para clasificar. Alberto,,,,,,,,1,1,,,
3,Mactridae,311,Lutraria lutraria,"(Linnaeus, 1758)",,,,,,,,1,1,,,
4,PTERASTERIDAE,161,Pterasteridae,"Perrier, 1875",,,,,,,,1,1,,,
1,Paralepididae,522,Magnisudis atlantica,"(Kr°ger, 1868)",,,,,,,,1,1,,,
1,Stomiidae,523,Astronesthes niger,"Richardson, 1845",,,,,,,,1,1,,,
1,NOTACANTHIDAE,179,Notacanthus sp.,"Bloch, 1788",,,,,,,,1,1,,,
5,Protoptilidae,486,Protoptilum thomsoni,"Kölliker, 1872",,,,,,,,1,1,,,
1,Bramidae,524,Taractes asper,"Lowe, 1843",,,,,,,,1,1,,,
5,UMBELLULIDAE,487,Umbellula huxleyi,"Kölliker, 1880",,,,,,,,1,1,,,
3,Dorididae,357,Doris pseudoargus,"Rapp, 1827",,,,,,,,1,1,,,
5,MITROCOMIDAE,488,Earleria quadrata,"(Hosia & Pages, 2007)",,,,,,,,1,1,,,
5,Kirchenpaueriidae,489,Kirchenpaueria pinnata,"(Linnaeus, 1758)",,,,,,,,1,1,,,
5,Plumulariidae,490,Nemertesia antennina,"(Linnaeus, 1758)",,,,,,,,1,1,,,
5,Sertulariidae,491,Diphasia nigra,"(Pallas, 1766)",,,,,,,,1,1,,,
5,SCYPHOZOA,492,Coronatae sp.,"Vanhöffen, 1892",,,,,,,,1,1,,,
5,Lafoeidae,493,Zygophylax brownei,"Billard, 1924",,,,,,,,1,1,,,
5,Halopterididae,494,Schizotricha frutescens,"(Ellis & Solander, 1786)",,,,,,,,1,1,,,
5,PLEXAURIDAE,263,PLEXAURIDAE,"GRAY, 1859",,,,,,,,1,1,,,
2,Chirostylidae,292,Uroptychus cartesi,Baba &Macpherson  2012,,,,,,,,1,1,,,
3,Cochlespiridae,60,Aforia serranoi,"Gofas, Kantor & Luque, 20",,,,,,,,1,1,,,
5,ALCYONACEA,174,Alcyonacea,,,,,,,,,1,1,,,
5,EUDENDRIIDAE,100,Eudendrium sp.,"Ehrenberg, 1834",,,,,,,,1,1,,,
1,Echeneidae,525,Remora osteochir,"(Lowe, 1839)",,,,,,,,1,1,,,
2,INACHIDAE,352,Inachus spp.,"Weber, 1795",,,,,,,,1,1,,,
5,DENDROPHYLLIIDAE,338,Dendrophyllia sp.,"Blainville, 1830",,,,,,,,1,1,,,
3,SEPIOLIDAE,358,SEPIOLIDAE,"Leach, 1817",,,,,,,,1,1,,,
3,Enoploteuthidae,359,Abraliopsis morisii,"(VÚrany, 1839)",,,,,,,,1,1,,,
1,CLUPEIDAE,526,CLUPEIDAE,"Cuvier, 1816",,,,,,,,1,1,,,
2,Arcturidae,405,Astacilla longicornis,"(Sowerby, 1806)",,,,,,,,1,1,,,
3,ANOMIIDAE,406,Pododesmus squama,"(Gmelin, 1791)",,,,,,,,1,1,,,
3,Pleurobranchidae,405,Berthella plumula,"(Montagu, 1803)",,,,,,,,1,1,,,
3,Mytilidae,404,Idas simpsoni,"(J. T. Marshall, 1900)",,,,,,,,1,1,,,
3,ANOMIIDAE,403,ANOMIIDAE,"Rafinesque, 1815",,,,,,,,1,1,,,
5,Ascidiidae,495,Ascidia mentula,"O.F. M³ller, 1776",,,,,,,,1,1,,,
5,CARYOPHYLLIIDAE,381,Desmophyllum sp.,"Ehrenberg, 1834",,,,,,,,1,1,,,
4,Spatangidae,162,Spatangus raschi,"LovÚn, 1869",,,,,,,,1,1,,,
5,PRIMNOIDAE,496,Callogorgia europaea,Altuna & López-González,,,,,,,,1,2,,,
5,PRIMNOIDAE,497,Thouarella porcupinensis,Altuna & López-González,,,,,,,,1,2,,,
1,LOTIDAE,465,Gaidropsarus argentatus,"(reinhardt, 1837)",,,,,,,,1,1,,,
1,PLEURONECTIDAE,466,Poecilopsetta beanii,"(Goode, 1881)",,,,,,,,1,1,,,
2,PANDALIDAE,353,Atlantopandalus propinqvus,"(Sars G.O., 1870)",,,,,,,,2,1,,,
5,SERTULARIIDAE,382,SERTULARIIDAE,"Lamouroux, 1812",,,,,,,,1,1,,,
5,BATHYPHELLIIDAE,383,Daontesia sp.,"Carlgren, 1942",,,,,,,,1,1,,,
5,ANTHOTHELIDAE,384,Anthothelidae,"Broch, 1916",,,,,,,,1,1,,,
5,CERIANTHIDAE,385,CERIANTHIDAE,"Milne Edwards&Haime, 1851",,,,,,,,1,1,,,
5,HORMATHIIDAE,386,Hormathia sp.,"Gosse, 1859",,,,,,,,1,1,,,
5,SAGARTIIDAE,387,Sagartia sp.,"Gosse, 1855",,,,,,,,1,1,,,
1,Serranidae,475,Anthias anthias,"(Linnaeus, 1758)",,,,,,,,1,1,,,
5,SUBERITIDAE,392,Suberites ficus,"(Johnston, 1842)",,,,,,,,1,1,,,
3,PATELLIDAE,363,Patella sp.,"Linnaeus, 1758",,,,,,,,1,1,,,
1,Caproidae,467,Antigonia capros,"Lowe, 1843",,,,,,,,1,1,,,
2,Polybiidae,3,Bathynectes maravigna,"(Prestandrea, 1839)",Batinectes,,,,,,,2,1,6189010203,17,107377
